raceId,year,round,circuitId,name,date,time
869,2012,10,10,German Grand Prix,7/22/2012,12:00:00
870,2012,11,11,Hungarian Grand Prix,7/29/2012,12:00:00
871,2012,12,13,Belgian Grand Prix,9/2/2012,12:00:00
872,2012,13,14,Italian Grand Prix,9/9/2012,12:00:00
873,2012,14,15,Singapore Grand Prix,9/23/2012,12:00:00
874,2012,15,22,Japanese Grand Prix,10/7/2012,6:00:00
875,2012,16,35,Korean Grand Prix,10/14/2012,6:00:00
876,2012,17,68,Indian Grand Prix,10/28/2012,9:30:00
877,2012,18,24,Abu Dhabi Grand Prix,11/4/2012,13:00:00
878,2012,19,69,United States Grand Prix,11/18/2012,19:00:00
879,2012,20,18,Brazilian Grand Prix,11/25/2012,16:00:00
880,2013,1,1,Australian Grand Prix,3/17/2013,6:00:00
881,2013,2,2,Malaysian Grand Prix,3/24/2013,8:00:00
882,2013,3,17,Chinese Grand Prix,4/14/2013,7:00:00
883,2013,4,3,Bahrain Grand Prix,4/21/2013,12:00:00
884,2013,5,4,Spanish Grand Prix,5/12/2013,12:00:00
885,2013,6,6,Monaco Grand Prix,5/26/2013,12:00:00
886,2013,7,7,Canadian Grand Prix,6/9/2013,18:00:00
887,2013,8,9,British Grand Prix,6/30/2013,12:00:00
888,2013,9,20,German Grand Prix,7/7/2013,12:00:00
890,2013,10,11,Hungarian Grand Prix,7/28/2013,12:00:00
891,2013,11,13,Belgian Grand Prix,8/25/2013,12:00:00
892,2013,12,14,Italian Grand Prix,9/8/2013,12:00:00
893,2013,13,15,Singapore Grand Prix,9/22/2013,12:00:00
894,2013,14,35,Korean Grand Prix,10/6/2013,6:00:00
895,2013,15,22,Japanese Grand Prix,10/13/2013,6:00:00
896,2013,16,68,Indian Grand Prix,10/27/2013,9:30:00
897,2013,17,24,Abu Dhabi Grand Prix,11/3/2013,13:00:00
898,2013,18,69,United States Grand Prix,11/17/2013,19:00:00
899,2013,19,18,Brazilian Grand Prix,11/24/2013,16:00:00
900,2014,1,1,Australian Grand Prix,3/16/2014,6:00:00
901,2014,2,2,Malaysian Grand Prix,3/30/2014,8:00:00
902,2014,3,3,Bahrain Grand Prix,4/6/2014,15:00:00
903,2014,4,17,Chinese Grand Prix,4/20/2014,7:00:00
904,2014,5,4,Spanish Grand Prix,5/11/2014,12:00:00
905,2014,6,6,Monaco Grand Prix,5/25/2014,12:00:00
906,2014,7,7,Canadian Grand Prix,6/8/2014,18:00:00
907,2014,8,70,Austrian Grand Prix,6/22/2014,12:00:00
908,2014,9,9,British Grand Prix,7/6/2014,12:00:00
909,2014,10,10,German Grand Prix,7/20/2014,12:00:00
910,2014,11,11,Hungarian Grand Prix,7/27/2014,12:00:00
911,2014,12,13,Belgian Grand Prix,8/24/2014,12:00:00
912,2014,13,14,Italian Grand Prix,9/7/2014,12:00:00
913,2014,14,15,Singapore Grand Prix,9/21/2014,12:00:00
914,2014,15,22,Japanese Grand Prix,10/5/2014,6:00:00
915,2014,16,71,Russian Grand Prix,10/12/2014,11:00:00
916,2014,17,69,United States Grand Prix,11/2/2014,20:00:00
917,2014,18,18,Brazilian Grand Prix,11/9/2014,16:00:00
918,2014,19,24,Abu Dhabi Grand Prix,11/23/2014,13:00:00
931,2015,6,6,Monaco Grand Prix,5/24/2015,12:00:00
932,2015,7,7,Canadian Grand Prix,6/7/2015,18:00:00
929,2015,4,3,Bahrain Grand Prix,4/19/2015,15:00:00
930,2015,5,4,Spanish Grand Prix,5/10/2015,12:00:00
928,2015,3,17,Chinese Grand Prix,4/12/2015,6:00:00
926,2015,1,1,Australian Grand Prix,3/15/2015,5:00:00
927,2015,2,2,Malaysian Grand Prix,3/29/2015,7:00:00
933,2015,8,70,Austrian Grand Prix,6/21/2015,12:00:00
934,2015,9,9,British Grand Prix,7/5/2015,12:00:00
936,2015,10,11,Hungarian Grand Prix,7/26/2015,12:00:00
937,2015,11,13,Belgian Grand Prix,8/23/2015,12:00:00
938,2015,12,14,Italian Grand Prix,9/6/2015,12:00:00
939,2015,13,15,Singapore Grand Prix,9/20/2015,12:00:00
940,2015,14,22,Japanese Grand Prix,9/27/2015,5:00:00
941,2015,15,71,Russian Grand Prix,10/11/2015,11:00:00
942,2015,16,69,United States Grand Prix,10/25/2015,19:00:00
943,2015,17,32,Mexican Grand Prix,11/1/2015,19:00:00
944,2015,18,18,Brazilian Grand Prix,11/15/2015,16:00:00
945,2015,19,24,Abu Dhabi Grand Prix,11/29/2015,13:00:00
948,2016,1,1,Australian Grand Prix,3/20/2016,5:00:00
949,2016,2,3,Bahrain Grand Prix,4/3/2016,15:00:00
950,2016,3,17,Chinese Grand Prix,4/17/2016,6:00:00
951,2016,4,71,Russian Grand Prix,5/1/2016,12:00:00
952,2016,5,4,Spanish Grand Prix,5/15/2016,12:00:00
953,2016,6,6,Monaco Grand Prix,5/29/2016,12:00:00
954,2016,7,7,Canadian Grand Prix,6/12/2016,18:00:00
955,2016,8,73,European Grand Prix,6/19/2016,13:00:00
956,2016,9,70,Austrian Grand Prix,7/3/2016,12:00:00
957,2016,10,9,British Grand Prix,7/10/2016,12:00:00
958,2016,11,11,Hungarian Grand Prix,7/24/2016,12:00:00
959,2016,12,10,German Grand Prix,7/31/2016,12:00:00
960,2016,13,13,Belgian Grand Prix,8/28/2016,12:00:00
961,2016,14,14,Italian Grand Prix,9/4/2016,12:00:00
962,2016,15,15,Singapore Grand Prix,9/18/2016,12:00:00
963,2016,16,2,Malaysian Grand Prix,10/2/2016,7:00:00
964,2016,17,22,Japanese Grand Prix,10/9/2016,5:00:00
965,2016,18,69,United States Grand Prix,10/23/2016,19:00:00
966,2016,19,32,Mexican Grand Prix,10/30/2016,19:00:00
967,2016,20,18,Brazilian Grand Prix,11/13/2016,16:00:00
968,2016,21,24,Abu Dhabi Grand Prix,11/27/2016,13:00:00
969,2017,1,1,Australian Grand Prix,3/26/2017,5:00:00
970,2017,2,17,Chinese Grand Prix,4/9/2017,6:00:00
971,2017,3,3,Bahrain Grand Prix,4/16/2017,15:00:00
972,2017,4,71,Russian Grand Prix,4/30/2017,12:00:00
973,2017,5,4,Spanish Grand Prix,5/14/2017,12:00:00
974,2017,6,6,Monaco Grand Prix,5/28/2017,12:00:00
975,2017,7,7,Canadian Grand Prix,6/11/2017,18:00:00
976,2017,8,73,Azerbaijan Grand Prix,6/25/2017,13:00:00
977,2017,9,70,Austrian Grand Prix,7/9/2017,12:00:00
978,2017,10,9,British Grand Prix,7/16/2017,12:00:00
979,2017,11,11,Hungarian Grand Prix,7/30/2017,12:00:00
980,2017,12,13,Belgian Grand Prix,8/27/2017,12:00:00
981,2017,13,14,Italian Grand Prix,9/3/2017,12:00:00
982,2017,14,15,Singapore Grand Prix,9/17/2017,12:00:00
983,2017,15,2,Malaysian Grand Prix,10/1/2017,7:00:00
984,2017,16,22,Japanese Grand Prix,10/8/2017,5:00:00
985,2017,17,69,United States Grand Prix,10/22/2017,19:00:00
986,2017,18,32,Mexican Grand Prix,10/29/2017,19:00:00
987,2017,19,18,Brazilian Grand Prix,11/12/2017,16:00:00
988,2017,20,24,Abu Dhabi Grand Prix,11/26/2017,13:00:00
989,2018,1,1,Australian Grand Prix,3/25/2018,5:00:00
990,2018,2,3,Bahrain Grand Prix,4/8/2018,15:00:00
991,2018,3,17,Chinese Grand Prix,5/15/2018,6:00:00
992,2018,4,73,Azerbaijan Grand Prix,4/29/2018,13:00:00
993,2018,5,4,Spanish Grand Prix,5/13/2018,12:00:00
994,2018,6,6,Monaco Grand Prix,5/27/2018,12:00:00
995,2018,7,7,Canadian Grand Prix,6/10/2018,18:00:00
996,2018,8,34,French Grand Prix,6/24/2018,12:00:00
997,2018,9,70,Austrian Grand Prix,7/1/2018,12:00:00
998,2018,10,9,British Grand Prix,7/8/2018,12:00:00
999,2018,11,10,German Grand Prix,7/22/2018,12:00:00
1000,2018,12,11,Hungarian Grand Prix,7/29/2018,12:00:00
1001,2018,13,13,Belgian Grand Prix,8/26/2018,12:00:00
1002,2018,14,14,Italian Grand Prix,9/2/2018,12:00:00
1003,2018,15,15,Singapore Grand Prix,9/16/2018,12:00:00
1004,2018,16,71,Russian Grand Prix,9/30/2018,12:00:00
1005,2018,17,22,Japanese Grand Prix,10/7/2018,5:00:00
1006,2018,18,69,United States Grand Prix,10/21/2018,19:00:00
1007,2018,19,32,Mexican Grand Prix,10/28/2018,19:00:00
1008,2018,20,18,Brazilian Grand Prix,11/11/2018,16:00:00
1009,2018,21,24,Abu Dhabi Grand Prix,11/25/2018,13:00:00
